date,open,high,low,close,volume,amount,turnover,code,name,pct_chg
2020-02-17,7026.648225,7115.5117947,7025.999112,7100.1278166,2702822,2946182657.0,0.2152,600519,贵州茅台,0.5349264705882373
2020-02-18,7075.3966113,7119.9906744,7029.89379,7036.38492,2666496,2897729692.0,0.2123,600519,贵州茅台,-0.8977711140772726
2020-02-19,7042.87605,7149.979695,6997.43814,7117.524045,3705147,4052365602.0,0.2949,600519,贵州茅台,1.1531365313653064
2020-02-20,7118.822271,7296.03012,7110.4487133,7257.08334,4680262,5220660940.0,0.3726,600519,贵州茅台,1.9607843137254832
2020-02-21,7214.6313498,7293.0442002,7205.2192113,7223.8487544,2894008,3225337160.0,0.2304,600519,贵州茅台,-0.4579606440071604
2020-02-24,7175.944215,7205.1543,7046.121615,7057.0267134,3865036,4221857466.0,0.3077,600519,贵州茅台,-2.3093235568974246
2020-02-25,6997.43814,7023.9868617,6931.7479044,6976.7314353,3838562,4127432130.0,0.3056,600519,贵州茅台,-1.1378060670725998
2020-02-26,6893.58006,7036.38492,6848.14215,6969.526281,4356097,4663278433.0,0.3468,600519,贵州茅台,-0.10327406704440101
2020-02-27,6984.45588,7107.7224387,6984.45588,7058.3898507,3449829,3758783810.0,0.2746,600519,贵州茅台,1.2750302691627136
2020-02-28,6947.456439,7023.40266,6815.4917661,6861.12441,4994657,5307929213.0,0.3976,600519,贵州茅台,-2.7947654475395156
2020-03-02,6816.4005243,7117.8486015,6815.7514113,7049.4320913,4766304,5154329159.0,0.3794,600519,贵州茅台,2.744560075685909
2020-03-03,7127.26074,7262.7955344,7127.26074,7224.62769,5025015,5585227657.0,0.4,600519,贵州茅台,2.4852441506063583
2020-03-04,7302.52125,7393.39707,7245.6589512,7327.9664796,5379299,6080149243.0,0.4282,600519,贵州茅台,1.4303683737646011
2020-03-05,7375.9359303,7627.0128387,7338.6119328,7601.11323,6242645,7210485104.0,0.4969,600519,贵州茅台,3.727456329943668
2020-03-06,7549.18419,7633.56888,7477.6519374,7500.500715,3064100,3553622358.0,0.2439,600519,贵州茅台,-1.3236549957301391
2020-03-09,7367.43255,7367.43255,7213.6576803,7231.1837313,4340409,4865288500.0,0.3455,600519,贵州茅台,-3.590653396797927
2020-03-10,7224.62769,7581.63984,7224.62769,7503.74628,5806293,6635936156.0,0.4622,600519,贵州茅台,3.769265985045034
2020-03-11,7500.500715,7591.8958254,7406.37933,7520.1039276,3554757,4124607952.0,0.283,600519,贵州茅台,0.21799307958476621
2020-03-12,7407.8073786,7484.27289,7303.170363,7390.151505,3663063,4172606105.0,0.2916,600519,贵州茅台,-1.7280668439042968
2020-03-13,7075.3317,7328.3559474,7010.4204,7218.3312939,7588531,8348496480.0,0.6041,600519,贵州茅台,-2.3249890206411994
2020-03-16,7166.0776974,7191.8474835,6893.58006,6926.03571,5123254,5548946745.0,0.4078,600519,贵州茅台,-4.049351186568706
2020-03-17,6848.14215,6997.43814,6563.3113656,6783.879963,7935912,8277472787.0,0.6317,600519,贵州茅台,-2.052483598875343
2020-03-18,6750.7752,6880.5978,6542.9941287,6542.9941287,7345988,7582762547.0,0.5848,600519,贵州茅台,-3.5508563773801627
2020-03-19,6452.1183087,6588.49695,6232.133913,6465.16548,10226507,10075880470.0,0.8141,600519,贵州茅台,-1.189495927538975
2020-03-20,6562.53243,6770.24859,6562.53243,6720.1370664,6013919,6169094444.0,0.4787,600519,贵州茅台,3.943775100401603
2020-03-23,6491.13,6720.1370664,6436.0852176,6614.46147,4847210,4918121944.0,0.3859,600519,贵州茅台,-1.5725214434742174
2020-03-24,6770.24859,6873.3277344,6718.31955,6854.63328,4665096,4900364144.0,0.3714,600519,贵州茅台,3.6310107948969605
2020-03-25,7062.2196174,7084.1596368,6972.771846,7011.069513,3704866,4015061222.0,0.2949,600519,贵州茅台,2.2821969696969813
2020-03-26,6967.1245629,7083.121056,6893.58006,6912.5341596,3004856,3231754298.0,0.2392,600519,贵州茅台,-1.4054254235719044
2020-03-27,7042.87605,7088.31396,6978.0296613,6981.210315,3626112,3931759353.0,0.2887,600519,贵州茅台,0.9935018592946099
2020-03-30,6882.2205825,6990.94701,6861.12441,6958.49136,3068741,3279823025.0,0.2443,600519,贵州茅台,-0.32543003254300595
2020-03-31,7023.40266,7237.60995,7022.104434,7211.64543,4798437,5293170703.0,0.382,600519,贵州茅台,3.6380597014925353
2020-04-01,7250.59221,7328.48577,7159.71639,7159.71639,3320535,3700184247.0,0.2643,600519,贵州茅台,-0.7200720072007227
2020-04-02,7166.20752,7432.34385,7165.4285844,7432.34385,4520561,5095167594.0,0.3599,600519,贵州茅台,3.807796917497752
2020-04-03,7393.5918039,7451.5575948,7347.8293374,7398.5250627,2761761,3148421866.0,0.2199,600519,贵州茅台,-0.45502183406114227
2020-04-07,7542.3685035,7571.903145,7457.5943457,7529.3862435,4348800,5041525481.0,0.3462,600519,贵州茅台,1.768746874424254
2020-04-08,7477.78176,7570.6698303,7477.78176,7528.1529288,2422442,2809422100.0,0.1928,600519,贵州茅台,-0.016380016380013185
2020-04-09,7568.65758,7588.13097,7451.5575948,7519.974105,2281697,2640230492.0,0.1816,600519,贵州茅台,-0.10864316755190284
2020-04-10,7515.9496044,7669.270095,7487.518455,7562.16645,2780434,3252600672.0,0.2213,600519,贵州茅台,0.5610703495899871
2020-04-13,7562.16645,7594.4922774,7455.062805,7544.640399,1598147,1854563731.0,0.1272,600519,贵州茅台,-0.23175965665235276
2020-04-14,7633.56888,7734.5059515,7568.65758,7692.638163,3679955,4340858665.0,0.2929,600519,贵州茅台,1.9616278069345183
2020-04-15,7737.42696,7815.2556087,7705.620423,7721.848248,2933229,3501318260.0,0.2335,600519,贵州茅台,0.3797147920006738
2020-04-16,7743.7233561,7770.531723,7686.147033,7770.531723,2172774,2588431844.0,0.173,600519,贵州茅台,0.6304640215198276
2020-04-17,7854.2673,8013.6894528,7821.8765613,7958.12538,3824569,4676618151.0,0.3045,600519,贵州茅台,2.4141675716314426
2020-04-20,7925.66973,7993.826595,7898.406984,7966.563849,2423864,2963483323.0,0.193,600519,贵州茅台,0.10603588907014405
2020-04-21,7925.7995526,7945.0782087,7743.91809,7789.356,2922422,3517018487.0,0.2326,600519,贵州茅台,-2.224395013444147
2020-04-22,7828.30278,8110.666935,7803.7663086,8078.211285,4403473,5430377598.0,0.3505,600519,贵州茅台,3.7083333333333357
2020-04-23,8113.9125,8215.6934184,8099.4372801,8128.5824538,2689851,3377042463.0,0.2141,600519,贵州茅台,0.6235435918039212
2020-04-24,8100.93024,8178.1097757,8017.7139534,8117.5475328,1912240,2390444036.0,0.1522,600519,贵州茅台,-0.13575455576317896
2020-04-27,8159.35041,8296.7676321,8120.1439848,8282.68188,2590391,3284513346.0,0.2062,600519,贵州茅台,2.034288638689863
2020-04-28,8343.1143003,8438.0795322,8255.9384244,8302.9991169,3466190,4458549425.0,0.2759,600519,贵州茅台,0.24529780564264136
2020-04-29,8294.365914,8361.224553,8165.84154,8275.541637,2344406,2976724957.0,0.1866,600519,贵州茅台,-0.33069351825069093
2020-04-30,8250.22623,8341.1669613,8171.5537344,8215.823241,2466087,3134408881.0,0.1963,600519,贵州茅台,-0.7216252255078826
2020-05-06,8120.40363,8438.469,8113.9125,8438.469,3583481,4598589768.0,0.2853,600519,贵州茅台,2.709962866398019
2020-05-07,8434.574322,8535.7710387,8393.03109,8516.36256,2793474,3647628296.0,0.2224,600519,贵州茅台,0.9230769230769376
2020-05-08,8548.81821,8685.13194,8493.7085163,8533.3044093,2907868,3839218026.0,0.2315,600519,贵州茅台,0.1989329268292872
2020-05-11,8568.2916,8665.65855,8527.2027471,8587.8299013,2367119,3135990964.0,0.1884,600519,贵州茅台,0.6389727751956675
2020-05-12,8555.30934,8665.5936387,8542.32708,8652.67629,1972181,2621824685.0,0.157,600519,贵州茅台,0.7550963333610383
2020-05-13,8652.67629,8685.0670287,8586.9860544,8671.8251235,2201431,2931464950.0,0.1752,600519,贵州茅台,0.22130532633160005
2020-05-14,8633.2029,8664.8796144,8601.4612743,8611.0681467,1857492,2467976357.0,0.1479,600519,贵州茅台,-0.70062502339161
2020-05-15,8626.71177,8655.921855,8450.6723244,8522.85369,2639808,3469736812.0,0.2101,600519,贵州茅台,-1.0244310600863837
2020-05-18,8477.41578,8772.762195,8471.7684969,8738.4241173,3436211,4587989708.0,0.2735,600519,贵州茅台,2.5293221629855145
2020-05-19,8853.90132,8853.90132,8685.13194,8737.7750043,2478746,3342210487.0,0.1973,600519,贵州茅台,-0.00742826156393539
2020-05-20,8737.7750043,8822.6140734,8677.4074953,8769.51663,2118340,2859455106.0,0.1686,600519,贵州茅台,0.3632689750466156
2020-05-21,8795.48115,8905.5707148,8781.5901318,8867.532693,2305158,3147105462.0,0.1835,600519,贵州茅台,1.117690599555865
2020-05-22,8866.88358,8867.532693,8586.9860544,8621.518866,3442746,4608696074.0,0.2741,600519,贵州茅台,-2.7743210599516788
2020-05-25,8633.2029,8870.6484354,8574.78273,8846.761077,3156100,4260387678.0,0.2512,600519,贵州茅台,2.6125583496461324
2020-05-26,8892.0691644,8892.5235435,8795.48115,8814.95454,2247019,3056188321.0,0.1789,600519,贵州茅台,-0.3595274781715285
2020-05-27,8821.44567,8827.9368,8652.67629,8685.13194,2677741,3596654307.0,0.2132,600519,贵州茅台,-1.4727540500736547
2020-05-28,8684.9372061,8743.1626422,8575.6265769,8724.07872,2648591,3536546893.0,0.2108,600519,贵州茅台,0.4484304932735439
2020-05-29,8646.834273,8892.7182774,8646.834273,8870.778258,3044435,4144247222.0,0.2424,600519,贵州茅台,1.6815476190476186
2020-06-01,8964.25053,9218.053713,8964.25053,9214.159035,3547976,4986178912.0,0.2824,600519,贵州茅台,3.8709205327089213
2020-06-02,9191.5049913,9268.684527,9130.8129258,9157.1020023,2596010,3679210598.0,0.2067,600519,贵州茅台,-0.6192321239873233
2020-06-03,9184.94895,9201.176775,9060.1245201,9083.038209,2355736,3308382799.0,0.1875,600519,贵州茅台,-0.8088125837344307
2020-06-04,9061.61748,9158.98443,9061.61748,9139.4461287,1803741,2534459742.0,0.1436,600519,贵州茅台,0.6210247981133232
2020-06-05,9121.6604325,9275.0458344,9094.5924204,9249.86025,1834706,2597524609.0,0.1461,600519,贵州茅台,1.2081051712015123
2020-06-08,9249.86025,9314.77155,9100.6291713,9127.177893,2930045,4145298455.0,0.2332,600519,贵州茅台,-1.3263157894736755
2020-06-09,9139.51104,9249.86025,9091.9959684,9195.0102015,2261191,3199849660.0,0.18,600519,贵州茅台,0.7431903847521459
2020-06-10,9249.86025,9303.9313629,9197.93121,9241.1621358,2270074,3234843851.0,0.1807,600519,贵州茅台,0.5019236878331057
2020-06-11,9159.0493413,9204.3574287,9068.0436987,9090.5679198,3071171,4314846228.0,0.2445,600519,贵州茅台,-1.6296025736481923
2020-06-12,9004.3008021,9193.8417981,8979.2450403,9193.8417981,2842742,3992323389.0,0.2263,600519,贵州茅台,1.136055296117
2020-06-15,9100.56426,9162.879108,8964.25053,8977.23279,3461541,4819512189.0,0.2756,600519,贵州茅台,-2.356022790654988
2020-06-16,9077.845305,9178.45782,9042.9879369,9112.7675844,2920664,4099718932.0,0.2325,600519,贵州茅台,1.5097613882863348
2020-06-17,9164.5668018,9164.826447,9055.2561726,9120.03765,1945307,2730097120.0,0.1549,600519,贵州茅台,0.0797788984813419
2020-06-18,9119.388537,9173.264916,9088.231113,9171.96669,2101041,2956800081.0,0.1673,600519,贵州茅台,0.5693950177935836
2020-06-19,9217.4046,9380.981076,9185.598063,9346.1886192,3895833,5603232657.0,0.3101,600519,贵州茅台,1.8995046001415439
2020-06-22,9315.420663,9372.4776957,9303.087516,9340.73607,2324700,3343536637.0,0.1851,600519,贵州茅台,-0.05833981553505785
2020-06-23,9314.77155,9619.85466,9305.1646776,9571.171185,3393426,4963194685.0,0.2701,600519,贵州茅台,2.4669909659485567
2020-06-24,9611.3602116,9625.21643601,9489.215295,9587.78492931,2513899,3663537115.0,0.2001,600519,贵州茅台,0.17358110087968281
2020-06-29,9508.916088,9627.120846,9436.74551631,9608.53643127,2808061,4064048236.0,0.2235,600519,贵州茅台,0.2164368737200384
2020-06-30,9608.20808472,9646.69030038,9555.67263672,9606.63202128,2244614,3281641199.0,0.1787,600519,贵州茅台,-0.019819979906643415
2020-07-01,9640.254708,9890.4547791,9614.11832262,9812.76798537,3868249,5759640251.0,0.3079,600519,贵州茅台,2.1457672536366434
2020-07-02,9843.829569,10184.6532879,9817.561845,10139.341464,4588372,7014289615.0,0.3653,600519,贵州茅台,3.3280464708519863
2020-07-03,10178.74305,10195.1603775,9961.24629528,10124.82854649,3512581,5395637032.0,0.2796,600519,贵州茅台,-0.14313471502589437
2020-07-06,10099.939878,10612.160496,10059.29057511,10507.0896,5182196,8228068998.0,0.4125,600519,贵州茅台,3.775481745244158
2020-07-07,10527.38141679,11458.11254742,10513.656531,11084.979528,6666393,11219852098.0,0.5307,600519,贵州茅台,5.500000000000016
2020-07-08,11032.44408,11288.554389,10901.10546,11041.24376754,5316998,8963189092.0,0.4233,600519,贵州茅台,-0.3945497630331807
2020-07-09,11104.680321,11242.585872,11045.577942,11203.184286,3503324,5951732803.0,0.2789,600519,贵州茅台,1.4666872851416102
2020-07-10,11091.546459,11404.1323746,11091.15244314,11254.73469435,3710044,6352507468.0,0.2953,600519,贵州茅台,0.4601406799531027
2020-07-13,11260.18524708,11735.105697,11260.18524708,11702.20537269,6072716,10679460274.0,0.4834,600519,贵州茅台,3.9758438603144874
2020-07-14,11702.20537269,11702.46804993,11481.6221604,11570.932422,4609351,8135834910.0,0.3669,600519,贵州茅台,-1.1217795834993383
2020-07-15,11458.50656328,11706.2112006,11457.39018501,11508.74358543,4071294,7176560649.0,0.3241,600519,贵州茅台,-0.5374574347332572
2020-07-16,11360.19960621,11360.19960621,10507.0896,10599.026634,10224219,16901373196.0,0.8139,600519,贵州茅台,-7.904572246980079
2020-07-17,10638.42822,10983.78312129,10638.42822,10822.63063455,6590206,10863420089.0,0.5246,600519,贵州茅台,2.1096654275092996
2020-07-20,10851.8534775,10927.30751469,10434.06532728,10749.80336976,4528033,7363822989.0,0.3605,600519,贵州茅台,-0.672916477048624
2020-07-21,10813.37126184,11182.1701068,10710.59879169,10953.640908,4196950,7026353150.98,0.3341,600519,贵州茅台,1.8961978301241134
2020-07-22,10887.971598,11229.45201,10887.971598,11019.83557248,3920121,6637265371.71,0.3121,600519,贵州茅台,0.6043165467626066
2020-07-23,10979.908632,11104.680321,10835.43615,11006.176356,3432052,5739050333.42,0.2732,600519,贵州茅台,-0.12395118230358326
2020-07-24,10867.28576535,10940.507046,10408.585635,10476.2250243,7875201,12705941887.22,0.6269,600519,贵州茅台,-4.815035799522671
2020-07-27,10612.22616531,10702.7841438,10507.0896,10655.17389405,3878817,6279664443.71,0.3088,600519,贵州茅台,1.708142669090451
2020-07-28,10704.09753,11032.44408,10704.09753,10966.77477,5491152,9133721867.31,0.4371,600519,贵州茅台,2.9244091091183533
2020-07-29,11098.11339,11098.11339,10723.798323,10979.908632,5074843,8411789966.5,0.404,600519,贵州茅台,0.11976047904191933
2020-07-30,10974.6550872,11167.65718929,10970.0582355,11032.44408,3837304,6486855474.99,0.3055,600519,贵州茅台,0.4784688995215225
2020-07-31,11065.278735,11196.617355,10809.168426,11020.49226558,4068474,6846747330.22,0.3239,600519,贵州茅台,-0.1083333333333214
2020-08-03,11077.62456528,11141.32379598,10901.10546,10953.640908,3466114,5790041421.93,0.2759,600519,贵州茅台,-0.6066095412887829
2020-08-04,10999.609425,11052.07920369,10901.10546,10966.70910069,3194051,5337185768.01,0.2543,600519,贵州茅台,0.11930455635491555
2020-08-05,10914.83034579,10987.06658679,10791.50338161,10953.640908,2552169,4236612469.34,0.2032,600519,贵州茅台,-0.11916239019394981
2020-08-06,10966.77477,10993.23950193,10704.09753,10756.37030076,3264878,5372942644.96,0.2599,600519,贵州茅台,-1.800959232613908
2020-08-07,10801.09110087,10833.26906277,10497.2392035,10710.664461,3424205,5560065753.27,0.2726,600519,贵州茅台,-0.4249188014359251
2020-08-10,10690.76666007,10802.33881776,10560.34741041,10730.29958469,2362354,3857721122.38,0.1881,600519,贵州茅台,0.18332311465358853
2020-08-11,10769.76684,10943.33082633,10769.76684,10786.24983681,3581818,5936904875.64,0.2851,600519,贵州茅台,0.5214230197247316
2020-08-12,10723.798323,10776.333771,10541.56598775,10684.06839045,2793392,4529267492.98,0.2224,600519,贵州茅台,-0.9473306098593093
2020-08-13,10704.09753,10762.41187728,10566.191979,10736.932185,2054134,3341652185.89,0.1635,600519,贵州茅台,0.49479086634500735
2020-08-14,10769.1101469,10938.5369667,10710.664461,10907.672391,3765318,6230475427.24,0.2997,600519,贵州茅台,1.5902140672782838
2020-08-17,10993.042494,11192.34884985,10966.77477,11098.11339,4357201,7363610867.33,0.3469,600519,贵州茅台,1.7459361830222786
2020-08-18,11146.57734078,11295.12132,11104.680321,11196.617355,3042281,5192751797.11,0.2422,600519,贵州茅台,0.8875739644970349
2020-08-19,11163.7827,11275.420527,11052.07920369,11078.412597,2691498,4578143762.2,0.2143,600519,贵州茅台,-1.0557184750733084
2020-08-20,10993.042494,11025.877149,10874.837736,10927.373184,2238233,3727183935.45,0.1782,600519,贵州茅台,-1.363366923532905
2020-08-21,10986.475563,11150.648838,10973.341701,11006.176356,2508241,4217048420.24,0.1997,600519,贵州茅台,0.7211538461538547
2020-08-24,11163.7827,11216.318148,11104.74599031,11139.81340185,3093344,5260286523.46,0.2462,600519,贵州茅台,1.2142004773269655
2020-08-25,11195.3039688,11470.98373218,11154.78600453,11341.089837,4187249,7227309774.14,0.3333,600519,贵州茅台,1.8068205264243797
2020-08-26,11387.058354,11459.294595,11262.41800362,11341.089837,2621573,4530374186.47,0.2087,600519,贵州茅台,0.0
2020-08-27,11373.85882269,11386.92701538,11196.617355,11367.357561,2263553,3896759446.17,0.1802,600519,贵州茅台,0.23161551823973614
2020-08-28,11367.357561,11584.066284,11304.9717165,11538.097767,4229962,7389242302.49,0.3367,600519,贵州茅台,1.5020219526285183
2020-08-31,11627.27668998,11925.546696,11627.27668998,11731.8222315,4781036,8608932570.41,0.3806,600519,贵州茅台,1.6789982925441205
2020-09-01,11767.940352,11833.609662,11656.36819431,11833.47832338,3163992,5661594315.16,0.2519,600519,贵州茅台,0.8664987405541558
2020-09-02,11984.649075,12004.349868,11623.46787,11787.641145,3200929,5746351923.01,0.2548,600519,贵州茅台,-0.387351690917781
2020-09-03,11787.641145,11899.278972,11687.1671007,11774.507283,3043735,5471333880.1,0.2423,600519,贵州茅台,-0.11142061281336213
2020-09-04,11597.200146,11669.37071769,11465.861526,11623.46787,3085796,5433479408.0,0.2456,600519,贵州茅台,-1.2827663134411638
2020-09-07,11557.79856,11675.93764869,11189.85341607,11318.1055785,3111202,5446354619.03,0.2477,600519,贵州茅台,-2.627118644067794
2020-09-08,11373.924492,11412.0126918,11013.20297217,11238.6457134,3447238,5865962723.75,0.2744,600519,贵州茅台,-0.7020597621119951
2020-09-09,11161.61561277,11236.018941,11032.70675724,11084.979528,2596355,4401806095.14,0.2067,600519,贵州茅台,-1.3673016244010738
2020-09-10,11188.34302194,11295.12132,11163.7827,11201.8708998,2477833,4236694401.52,0.1972,600519,贵州茅台,1.054502369668242
2020-09-11,11084.979528,11400.192216,11084.979528,11380.491423,3108800,5339883407.76,0.2475,600519,贵州茅台,1.5945597373666187
2020-09-14,11459.294595,11616.900939,11364.59944998,11597.200146,3105601,5448188995.38,0.2472,600519,贵州茅台,1.9042123485285556
2020-09-15,11623.40220069,11623.40220069,11477.35365525,11557.79856,2082087,3654872008.51,0.1657,600519,贵州茅台,-0.3397508493771184
2020-09-16,11557.79856,11589.38549811,11288.554389,11328.6126681,2251598,3916457761.65,0.1792,600519,贵州茅台,-1.9829545454545294
2020-09-17,11163.7827,11163.7827,10887.971598,10970.18957412,6367985,10683350186.5,0.5069,600519,贵州茅台,-3.1638745579966376
2020-09-18,10933.940115,11130.948045,10736.99785431,11130.948045,4720140,7853673240.87,0.3757,600519,贵州茅台,1.4654119675310495
2020-09-21,11116.23811956,11116.23811956,10944.84122046,10945.7605908,2244407,3756765108.07,0.1787,600519,贵州茅台,-1.6637168141592773
2020-09-22,10835.43615,11078.28125838,10835.43615,10938.47129739,2326547,3890070212.39,0.1852,600519,贵州茅台,-0.0665946724262012
2020-09-23,10736.932185,10940.57271531,10645.12648962,10835.30481138,3572552,5878691068.93,0.2844,600519,贵州茅台,-0.9431526874748686
2020-09-24,10743.30210807,10893.75049728,10683.0833508,10699.63201692,3005078,4915392273.49,0.2392,600519,贵州茅台,-1.2521363895319881
2020-09-25,10704.09753,10835.43615,10671.262875,10737.65454741,2258296,3700843486.0,0.1798,600519,贵州茅台,0.35536297351042023
2020-09-28,10738.17990189,10956.9243735,10738.17990189,10907.672391,2423222,4019640150.42,0.1929,600519,贵州茅台,1.5833797114567227
2020-09-29,10962.37492623,10962.8346114,10850.5400913,10850.5400913,1743078,2895081365.61,0.1388,600519,贵州茅台,-0.5237808549066858
2020-09-30,10901.10546,11110.5905589,10901.10546,10956.9243735,2708781,4536012539.91,0.2156,600519,贵州茅台,0.980451491859835
2020-10-09,11111.247252,11205.94239702,11084.979528,11137.514976,3423988,5817280604.62,0.2726,600519,贵州茅台,1.6481869943062666
2020-10-12,11163.7827,11496.13507791,11163.7827,11496.13507791,4372904,7597987786.33,0.3481,600519,贵州茅台,3.219929245283004
2020-10-13,11496.20074722,11496.20074722,11393.625285,11419.893009,2294389,3995560518.33,0.1826,600519,贵州茅台,-0.6631973997635154
2020-10-14,11426.45994,11472.29711838,11334.522906,11354.223699,2048139,3554316588.74,0.163,600519,贵州茅台,-0.5750431282346091
2020-10-15,11302.54195203,11393.625285,11301.688251,11327.955975,1620436,2801250556.48,0.129,600519,贵州茅台,-0.23134759976864983
2020-10-16,11327.955975,11390.86717398,11183.483493,11242.585872,1737738,2991246892.13,0.1383,600519,贵州茅台,-0.7536231884058053
2020-10-19,11327.955975,11386.92701538,11110.5905589,11157.215769,1922632,3284383414.71,0.1531,600519,贵州茅台,-0.7593457943925186
2020-10-20,11163.71703069,11393.42827707,11130.948045,11387.058354,2773493,4787807535.82,0.2208,600519,贵州茅台,2.0600353148911177
2020-10-21,11387.7150471,11440.57884165,11314.822113,11382.65851023,1890137,3275357440.3,0.1505,600519,贵州茅台,-0.03863898500577889
2020-10-22,11360.79063,11459.294595,11265.63579981,11442.8772675,2248087,3897729793.1,0.179,600519,贵州茅台,0.5290394789220887
2020-10-23,11431.58214618,11476.30294629,11255.719734,11264.45375223,1929169,3339987454.08,0.1536,600519,贵州茅台,-1.559253945480632
2020-10-26,10631.861289,10920.28089852,10507.0896,10789.467633,6601529,10821908227.12,0.5255,600519,贵州茅台,-4.216681338284756
2020-10-27,10789.467633,10796.034564,10612.94852772,10671.262875,4394440,7156688306.58,0.3498,600519,贵州茅台,-1.0955569080949523
2020-10-28,10677.829806,11012.743287,10671.78822948,10932.69239811,3463653,5739452181.14,0.2757,600519,贵州茅台,2.449846153846158
2020-10-29,10867.22009604,11216.318148,10815.735357,11006.176356,3937376,6633168612.77,0.3134,600519,贵州茅台,0.6721487737339382
2020-10-30,11019.310218,11137.514976,10933.940115,10966.90610862,2605545,4379602067.68,0.2074,600519,贵州茅台,-0.35680190930788
2020-11-02,10999.609425,11130.948045,10979.908632,10993.10816331,2106643,3544422245.43,0.1677,600519,贵州茅台,0.2389192943797136
2020-11-03,11065.21306569,11202.5275929,11002.8928905,11130.948045,2349749,3976621208.06,0.1871,600519,贵州茅台,1.2538754248779815
2020-11-04,11163.7827,11190.050424,11065.278735,11161.02458898,1644371,2788396252.94,0.1309,600519,贵州茅台,0.2702064896755285
2020-11-05,11275.420527,11377.07661888,11243.2425651,11307.5984889,2352414,4053043270.71,0.1873,600519,贵州茅台,1.3132656303321832
2020-11-06,11364.40244205,11371.23205029,11098.11339,11167.85419722,2305153,3932702366.7,0.1835,600519,贵州茅台,-1.235844125675123
2020-11-09,11172.84506478,11496.59476308,11167.85419722,11443.33695267,4146970,7198679682.95,0.3301,600519,贵州茅台,2.4667474215286145
