日期,code,收盘价
2020-07-06,sh.000300,4670.0949
2020-07-07,sh.000300,4698.1264
2020-07-08,sh.000300,4774.0042
2020-07-09,sh.000300,4840.7712
2020-07-10,sh.000300,4753.1333
2020-07-13,sh.000300,4852.9612
2020-07-14,sh.000300,4806.6902
2020-07-15,sh.000300,4744.4687
2020-07-16,sh.000300,4516.2532
2020-07-17,sh.000300,4544.7007
2020-07-20,sh.000300,4680.3046
2020-07-21,sh.000300,4691.0425
2020-07-22,sh.000300,4714.4454
2020-07-23,sh.000300,4712.4357
2020-07-24,sh.000300,4505.5906
2020-07-27,sh.000300,4528.45
2020-07-28,sh.000300,4568.2576
2020-07-29,sh.000300,4679.008
2020-07-30,sh.000300,4656.1506
2020-07-31,sh.000300,4695.0462
2020-08-03,sh.000300,4771.3108
2020-08-04,sh.000300,4775.8024
2020-08-05,sh.000300,4777.1089
2020-08-06,sh.000300,4762.7642
2020-08-07,sh.000300,4707.9262
2020-08-10,sh.000300,4724.8697
2020-08-11,sh.000300,4681.7837
2020-08-12,sh.000300,4647.6446
2020-08-13,sh.000300,4635.7126
2020-08-14,sh.000300,4704.6288
2020-08-17,sh.000300,4815.2261
2020-08-18,sh.000300,4812.7564
2020-08-19,sh.000300,4740.6784
2020-08-20,sh.000300,4679.1544
2020-08-21,sh.000300,4718.8431
2020-08-24,sh.000300,4755.8491
2020-08-25,sh.000300,4761.9507
2020-08-26,sh.000300,4706.1302
2020-08-27,sh.000300,4731.3451
2020-08-28,sh.000300,4844.2652
2020-08-31,sh.000300,4816.2153
2020-09-01,sh.000300,4842.1223
2020-09-02,sh.000300,4843.887
2020-09-03,sh.000300,4817.0952
2020-09-04,sh.000300,4770.219
2020-09-07,sh.000300,4669.3677
2020-09-08,sh.000300,4694.3894
2020-09-09,sh.000300,4584.5887
2020-09-10,sh.000300,4581.9775
2020-09-11,sh.000300,4627.2826
2020-09-14,sh.000300,4651.0507
2020-09-15,sh.000300,4688.4826
2020-09-16,sh.000300,4657.3584
2020-09-17,sh.000300,4632.7142
2020-09-18,sh.000300,4737.0887
2020-09-21,sh.000300,4691.4281
2020-09-22,sh.000300,4635.7608
2020-09-23,sh.000300,4652.3273
2020-09-24,sh.000300,4563.0657
2020-09-25,sh.000300,4570.0216
2020-09-28,sh.000300,4581.9085
2020-09-29,sh.000300,4591.7993
2020-09-30,sh.000300,4587.3953
2020-10-09,sh.000300,4681.1412
2020-10-12,sh.000300,4823.1578
2020-10-13,sh.000300,4839.201
2020-10-14,sh.000300,4807.1021
2020-10-15,sh.000300,4798.7361
2020-10-16,sh.000300,4791.676
2020-10-19,sh.000300,4755.4879
2020-10-20,sh.000300,4793.4672
2020-10-21,sh.000300,4792.8284
2020-10-22,sh.000300,4777.9845
2020-10-23,sh.000300,4718.4881
2020-10-26,sh.000300,4691.2359
2020-10-27,sh.000300,4699.2792
2020-10-28,sh.000300,4737.2718
2020-10-29,sh.000300,4772.9198
2020-10-30,sh.000300,4695.3338
2020-11-02,sh.000300,4720.8313
2020-11-03,sh.000300,4777.5608
2020-11-04,sh.000300,4813.6564
2020-11-05,sh.000300,4885.1118
2020-11-06,sh.000300,4885.7178
2020-11-09,sh.000300,4981.3497
2020-11-10,sh.000300,4953.8756
2020-11-11,sh.000300,4904.8981
2020-11-12,sh.000300,4908.463
2020-11-13,sh.000300,4856.8513
2020-11-16,sh.000300,4904.1716
2020-11-17,sh.000300,4894.786
2020-11-18,sh.000300,4891.6716
2020-11-19,sh.000300,4927.9891
2020-11-20,sh.000300,4943.2882
2020-11-23,sh.000300,5005.0273
2020-11-24,sh.000300,4974.2855
2020-11-25,sh.000300,4910.7
2020-11-26,sh.000300,4919.5912
2020-11-27,sh.000300,4980.765
2020-11-30,sh.000300,4960.2519
2020-12-01,sh.000300,5067.0983
2020-12-02,sh.000300,5067.1447
2020-12-03,sh.000300,5057.0603
2020-12-04,sh.000300,5065.9163
2020-12-07,sh.000300,5022.2351
2020-12-08,sh.000300,5009.8786
2020-12-09,sh.000300,4942.6986
2020-12-10,sh.000300,4940.5249
2020-12-11,sh.000300,4889.6292
2020-12-14,sh.000300,4934.8352
2020-12-15,sh.000300,4945.1
2020-12-16,sh.000300,4953.867
2020-12-17,sh.000300,5017.4784
2020-12-18,sh.000300,4999.9678
2020-12-21,sh.000300,5046.8396
2020-12-22,sh.000300,4964.7727
2020-12-23,sh.000300,5007.1235
2020-12-24,sh.000300,5000.0154
2020-12-25,sh.000300,5042.0137
2020-12-28,sh.000300,5064.4147
2020-12-29,sh.000300,5042.9361
2020-12-30,sh.000300,5113.7105
2020-12-31,sh.000300,5211.2885
2021-01-04,sh.000300,5267.7181
2021-01-05,sh.000300,5368.5049
2021-01-06,sh.000300,5417.6677
2021-01-07,sh.000300,5513.6568
2021-01-08,sh.000300,5495.4306
2021-01-11,sh.000300,5441.1583
2021-01-12,sh.000300,5596.3525
2021-01-13,sh.000300,5577.9711
2021-01-14,sh.000300,5470.4563
2021-01-15,sh.000300,5458.0812
2021-01-18,sh.000300,5518.5205
2021-01-19,sh.000300,5437.5234
2021-01-20,sh.000300,5476.4336
2021-01-21,sh.000300,5564.9693
2021-01-22,sh.000300,5569.776
2021-01-25,sh.000300,5625.9232
2021-01-26,sh.000300,5512.9678
2021-01-27,sh.000300,5528.0034
2021-01-28,sh.000300,5377.1427
2021-01-29,sh.000300,5351.9646
2021-02-01,sh.000300,5417.6484
2021-02-02,sh.000300,5501.0915
2021-02-03,sh.000300,5485.2008
2021-02-04,sh.000300,5473.9475
2021-02-05,sh.000300,5483.414
2021-02-08,sh.000300,5564.5618
2021-02-09,sh.000300,5686.2502
2021-02-10,sh.000300,5807.7191
2021-02-18,sh.000300,5768.3814
2021-02-19,sh.000300,5778.842
2021-02-22,sh.000300,5597.3327
2021-02-23,sh.000300,5579.6681
2021-02-24,sh.000300,5437.5683
2021-02-25,sh.000300,5469.5584
2021-02-26,sh.000300,5336.7609
2021-03-01,sh.000300,5418.7837
2021-03-02,sh.000300,5349.6301
2021-03-03,sh.000300,5452.2125
2021-03-04,sh.000300,5280.7058
2021-03-05,sh.000300,5262.7958
2021-03-08,sh.000300,5080.0246
2021-03-09,sh.000300,4970.9994
2021-03-10,sh.000300,5003.6121
2021-03-11,sh.000300,5128.2156
2021-03-12,sh.000300,5146.3786
2021-03-15,sh.000300,5035.5441
2021-03-16,sh.000300,5079.3624
2021-03-17,sh.000300,5100.8581
2021-03-18,sh.000300,5141.7681
2021-03-19,sh.000300,5007.0907
2021-03-22,sh.000300,5057.152
2021-03-23,sh.000300,5009.2459
2021-03-24,sh.000300,4928.6853
2021-03-25,sh.000300,4926.3469
2021-03-26,sh.000300,5037.9899
2021-03-29,sh.000300,5046.8773
2021-03-30,sh.000300,5094.7291
2021-03-31,sh.000300,5048.3607
2021-04-01,sh.000300,5110.7768
2021-04-02,sh.000300,5161.5569
2021-04-06,sh.000300,5140.3418
2021-04-07,sh.000300,5103.7428
2021-04-08,sh.000300,5112.2086
2021-04-09,sh.000300,5035.3374
2021-04-12,sh.000300,4947.7459
2021-04-13,sh.000300,4939.6438
2021-04-14,sh.000300,4980.6279
2021-04-15,sh.000300,4948.9741
2021-04-16,sh.000300,4966.1811
2021-04-19,sh.000300,5087.0165
2021-04-20,sh.000300,5083.3654
2021-04-21,sh.000300,5098.7449
2021-04-22,sh.000300,5089.2435
2021-04-23,sh.000300,5135.4534
2021-04-26,sh.000300,5077.2372
2021-04-27,sh.000300,5090.5195
2021-04-28,sh.000300,5119.2421
2021-04-29,sh.000300,5164.1692
2021-04-30,sh.000300,5123.489
2021-05-06,sh.000300,5061.1244
2021-05-07,sh.000300,4996.0527
2021-05-10,sh.000300,4992.422
2021-05-11,sh.000300,5023.0595
2021-05-12,sh.000300,5044.5481
2021-05-13,sh.000300,4992.9738
2021-05-14,sh.000300,5110.5901
2021-05-17,sh.000300,5184.9853
2021-05-18,sh.000300,5187.6013
2021-05-19,sh.000300,5172.272
2021-05-20,sh.000300,5186.412
2021-05-21,sh.000300,5134.1483
2021-05-24,sh.000300,5155.5875
2021-05-25,sh.000300,5318.478
2021-05-26,sh.000300,5320.5927
2021-05-27,sh.000300,5338.2329
2021-05-28,sh.000300,5321.0886
2021-05-31,sh.000300,5331.5696
2021-06-01,sh.000300,5341.6798
2021-06-02,sh.000300,5289.9736
2021-06-03,sh.000300,5255.2855
2021-06-04,sh.000300,5282.2772
2021-06-07,sh.000300,5277.6271
2021-06-08,sh.000300,5232.1165
2021-06-09,sh.000300,5236.4493
2021-06-10,sh.000300,5271.4661
2021-06-11,sh.000300,5224.703
2021-06-15,sh.000300,5166.5597
2021-06-16,sh.000300,5080.4909
2021-06-17,sh.000300,5101.8924
2021-06-18,sh.000300,5102.4657
2021-06-21,sh.000300,5090.3854
2021-06-22,sh.000300,5122.1583
2021-06-23,sh.000300,5147.3938
2021-06-24,sh.000300,5155.9738
2021-06-25,sh.000300,5239.9684
2021-06-28,sh.000300,5251.7604
2021-06-29,sh.000300,5190.5445
2021-06-30,sh.000300,5224.041
2021-07-01,sh.000300,5229.6642
2021-07-02,sh.000300,5081.1172
2021-07-05,sh.000300,5085.7924
2021-07-06,sh.000300,5083.1043
2021-07-07,sh.000300,5140.4899
2021-07-08,sh.000300,5088.2566
2021-07-09,sh.000300,5069.4361
2021-07-12,sh.000300,5132.7088
2021-07-13,sh.000300,5142.0991
2021-07-14,sh.000300,5083.0849
2021-07-15,sh.000300,5151.4626
2021-07-16,sh.000300,5094.7727
2021-07-19,sh.000300,5113.4945
2021-07-20,sh.000300,5108.9941
2021-07-21,sh.000300,5144.0428
2021-07-22,sh.000300,5151.7517
2021-07-23,sh.000300,5089.2282
2021-07-26,sh.000300,4925.299
2021-07-27,sh.000300,4751.313
2021-07-28,sh.000300,4760.4826
2021-07-29,sh.000300,4850.2746
2021-07-30,sh.000300,4811.1695
2021-08-02,sh.000300,4933.736
2021-08-03,sh.000300,4934.4583
2021-08-04,sh.000300,4978.8479
2021-08-05,sh.000300,4948.6703
2021-08-06,sh.000300,4921.5647
2021-08-09,sh.000300,4985.5627
2021-08-10,sh.000300,5043.148
2021-08-11,sh.000300,5015.3406
2021-08-12,sh.000300,4973.3509
2021-08-13,sh.000300,4945.9829
2021-08-16,sh.000300,4941.0676
2021-08-17,sh.000300,4837.4034
2021-08-18,sh.000300,4894.2384
2021-08-19,sh.000300,4862.1394
2021-08-20,sh.000300,4769.2678
2021-08-23,sh.000300,4835.8782
2021-08-24,sh.000300,4888.3902
2021-08-25,sh.000300,4898.1572
2021-08-26,sh.000300,4801.6094
2021-08-27,sh.000300,4827.0433
2021-08-30,sh.000300,4813.2703
2021-08-31,sh.000300,4805.6099
2021-09-01,sh.000300,4869.4587
2021-09-02,sh.000300,4869.4113
2021-09-03,sh.000300,4843.0624
2021-09-06,sh.000300,4933.7262
2021-09-07,sh.000300,4992.8294
2021-09-08,sh.000300,4972.1324
2021-09-09,sh.000300,4970.0133
2021-09-10,sh.000300,5013.5219
2021-09-13,sh.000300,4991.6598
2021-09-14,sh.000300,4917.1617
2021-09-15,sh.000300,4867.3187
2021-09-16,sh.000300,4807.6978
2021-09-17,sh.000300,4855.9402
2021-09-22,sh.000300,4821.7675
2021-09-23,sh.000300,4853.1957
2021-09-24,sh.000300,4849.4277
2021-09-27,sh.000300,4877.3698
2021-09-28,sh.000300,4883.828
2021-09-29,sh.000300,4833.9281
2021-09-30,sh.000300,4866.3826
2021-10-08,sh.000300,4929.9409
2021-10-11,sh.000300,4936.1918
2021-10-12,sh.000300,4883.8369
2021-10-13,sh.000300,4940.1089
2021-10-14,sh.000300,4913.6123
2021-10-15,sh.000300,4932.1084
2021-10-18,sh.000300,4874.7753
2021-10-19,sh.000300,4922.7232
2021-10-20,sh.000300,4910.1846
2021-10-21,sh.000300,4928.0156
2021-10-22,sh.000300,4959.7254
